,V;IND;PRS;1;SG,V;IND;PRS;2;SG,V;IND;PRS;3;SG,V;IND;PRS;1;PL,V;IND;PRS;2;PL,V;IND;PRS;3;PL,V;SBJV;PRS;1;SG,V;SBJV;PRS;2;SG,V;SBJV;PRS;3;SG,V;SBJV;PRS;1;PL,V;SBJV;PRS;2;PL,V;SBJV;PRS;3;PL
V;IND;PRS;1;SG,0.0,0.3363636363636363,0.34090909090909094,0.12727272727272732,0.14090909090909098,0.3363636363636363,0.07727272727272727,0.05909090909090908,0.07727272727272727,0.1772727272727273,0.11363636363636365,0.09999999999999998
V;IND;PRS;2;SG,0.3363636363636363,0.0,0.00454545454545463,0.4636363636363636,0.4772727272727273,0.0,0.4136363636363636,0.3954545454545454,0.4136363636363636,0.5136363636363637,0.44999999999999996,0.4363636363636363
V;IND;PRS;3;SG,0.34090909090909094,0.00454545454545463,0.0,0.46818181818181825,0.4818181818181819,0.00454545454545463,0.4181818181818182,0.4,0.4181818181818182,0.5181818181818183,0.4545454545454546,0.4409090909090909
V;IND;PRS;1;PL,0.12727272727272732,0.4636363636363636,0.46818181818181825,0.0,0.013636363636363669,0.4636363636363636,0.050000000000000044,0.06818181818181823,0.050000000000000044,0.04999999999999999,0.013636363636363669,0.027272727272727337
V;IND;PRS;2;PL,0.14090909090909098,0.4772727272727273,0.4818181818181819,0.013636363636363669,0.0,0.4772727272727273,0.06363636363636371,0.0818181818181819,0.06363636363636371,0.03636363636363632,0.027272727272727337,0.040909090909091006
V;IND;PRS;3;PL,0.3363636363636363,0.0,0.00454545454545463,0.4636363636363636,0.4772727272727273,0.0,0.4136363636363636,0.3954545454545454,0.4136363636363636,0.5136363636363637,0.44999999999999996,0.4363636363636363
V;SBJV;PRS;1;SG,0.07727272727272727,0.4136363636363636,0.4181818181818182,0.050000000000000044,0.06363636363636371,0.4136363636363636,0.0,0.018181818181818188,0.0,0.10000000000000003,0.036363636363636376,0.022727272727272707
V;SBJV;PRS;2;SG,0.05909090909090908,0.3954545454545454,0.4,0.06818181818181823,0.0818181818181819,0.3954545454545454,0.018181818181818188,0.0,0.018181818181818188,0.11818181818181822,0.054545454545454564,0.040909090909090895
V;SBJV;PRS;3;SG,0.07727272727272727,0.4136363636363636,0.4181818181818182,0.050000000000000044,0.06363636363636371,0.4136363636363636,0.0,0.018181818181818188,0.0,0.10000000000000003,0.036363636363636376,0.022727272727272707
V;SBJV;PRS;1;PL,0.1772727272727273,0.5136363636363637,0.5181818181818183,0.04999999999999999,0.03636363636363632,0.5136363636363637,0.10000000000000003,0.11818181818181822,0.10000000000000003,0.0,0.06363636363636366,0.07727272727272733
V;SBJV;PRS;2;PL,0.11363636363636365,0.44999999999999996,0.4545454545454546,0.013636363636363669,0.027272727272727337,0.44999999999999996,0.036363636363636376,0.054545454545454564,0.036363636363636376,0.06363636363636366,0.0,0.013636363636363669
V;SBJV;PRS;3;PL,0.09999999999999998,0.4363636363636363,0.4409090909090909,0.027272727272727337,0.040909090909091006,0.4363636363636363,0.022727272727272707,0.040909090909090895,0.022727272727272707,0.07727272727272733,0.013636363636363669,0.0
