lemma,correct,total,accuracy
k o m p a d e s ˈe ɾ,347,660,52.58
i n f ɾ i n ç ˈi ɾ,318,660,48.18
s u p e ɾ b e n ˈi ɾ,280,660,42.42
m e ɾ e s ˈe ɾ,206,660,31.21
k o n o s ˈe ɾ,178,660,26.97
m u l ç ˈe ɾ,98,660,14.85
o b t e n ˈe ɾ,9,660,1.36
