lemma,correct,total,accuracy
k o n b e n s ˈe ɾ,580,660,87.88
e n s o ɾ d e s ˈe ɾ,363,660,55.0
e m u n ç ˈe ɾ,326,660,49.39
d e b e n ˈi ɾ,285,660,43.18
e n k a n e s ˈe ɾ,276,660,41.82
o f ɾ e s ˈe ɾ,262,660,39.7
b e n d e s ˈi ɾ,140,660,21.21
