lemma,correct,total,accuracy
m u l s ˈe ɾ,649,660,98.33
p a l i d e s ˈe ɾ,342,660,51.82
e n a l t e s ˈe ɾ,341,660,51.67
e n ɾ i k e s ˈe ɾ,340,660,51.52
ɾ e a b a s t e s ˈe ɾ,225,660,34.09
m a l d e s ˈi ɾ,170,660,25.76
a n t e d e s ˈi ɾ,163,660,24.7
