lemma,correct,total,accuracy
i n f ɾ i n ç ˈi ɾ,362,660,54.85
k o m p a d e s ˈe ɾ,308,660,46.67
s u p e ɾ b e n ˈi ɾ,307,660,46.52
o b t e n ˈe ɾ,273,660,41.36
m u l ç ˈe ɾ,224,660,33.94
k o n o s ˈe ɾ,158,660,23.94
m e ɾ e s ˈe ɾ,63,660,9.55
