lemma,correct,total,accuracy
e m u n ç ˈe ɾ,381,660,57.73
o f ɾ e s ˈe ɾ,335,660,50.76
e n k a n e s ˈe ɾ,330,660,50.0
e n s o ɾ d e s ˈe ɾ,328,660,49.7
d e b e n ˈi ɾ,317,660,48.03
k o n b e n s ˈe ɾ,306,660,46.36
b e n d e s ˈi ɾ,158,660,23.94
