lemma,correct,total,accuracy
k o n b e n s ˈe ɾ,403,660,61.06
e m u n ç ˈe ɾ,376,660,56.97
e n k a n e s ˈe ɾ,357,660,54.09
e n s o ɾ d e s ˈe ɾ,339,660,51.36
d e b e n ˈi ɾ,318,660,48.18
o f ɾ e s ˈe ɾ,292,660,44.24
b e n d e s ˈi ɾ,152,660,23.03
