lemma,correct,total,accuracy
m u l s ˈe ɾ,530,660,80.3
e n a l t e s ˈe ɾ,301,660,45.61
p a l i d e s ˈe ɾ,298,660,45.15
e n ɾ i k e s ˈe ɾ,283,660,42.88
m a l d e s ˈi ɾ,195,660,29.55
a n t e d e s ˈi ɾ,189,660,28.64
ɾ e a b a s t e s ˈe ɾ,180,660,27.27
