,V;IND;PRS;1;SG,V;IND;PRS;2;SG,V;IND;PRS;3;SG,V;IND;PRS;1;PL,V;IND;PRS;2;PL,V;IND;PRS;3;PL,V;SBJV;PRS;1;SG,V;SBJV;PRS;2;SG,V;SBJV;PRS;3;SG,V;SBJV;PRS;1;PL,V;SBJV;PRS;2;PL,V;SBJV;PRS;3;PL
V;IND;PRS;1;SG,0.0,0.7974173553719008,0.7979597107438017,0.7706610111126675,0.771945037820423,0.7983471074380165,0.003512396694214881,0.002815082644628153,0.003434917355371936,0.0003220280618200233,0.0031705245832750473,0.0009897219498529175
V;IND;PRS;2;SG,0.7974173553719008,0.0,0.0005423553719008378,0.026756344259233344,0.02547231755147783,0.0009297520661156744,0.8009297520661157,0.800232438016529,0.8008522727272728,0.7970953273100808,0.8005878799551759,0.7964276334220479
V;IND;PRS;3;SG,0.7979597107438017,0.0005423553719008378,0.0,0.027298699631134182,0.026014672923378668,0.0003873966942148366,0.8014721074380166,0.8007747933884298,0.8013946280991736,0.7976376826819817,0.8011302353270767,0.7969699887939488
V;IND;PRS;1;PL,0.7706610111126675,0.026756344259233344,0.027298699631134182,0.0,0.0012840267077555145,0.02768609632534902,0.7741734078068824,0.7734760937572956,0.7740959284680394,0.7703389830508475,0.7738315356959425,0.7696712891628146
V;IND;PRS;2;PL,0.771945037820423,0.02547231755147783,0.026014672923378668,0.0012840267077555145,0.0,0.026402069617593504,0.7754574345146379,0.7747601204650512,0.7753799551757949,0.771623009758603,0.775115562403698,0.7709553158705701
V;IND;PRS;3;PL,0.7983471074380165,0.0009297520661156744,0.0003873966942148366,0.02768609632534902,0.026402069617593504,0.0,0.8018595041322314,0.8011621900826447,0.8017820247933884,0.7980250793761965,0.8015176320212916,0.7973573854881636
V;SBJV;PRS;1;SG,0.003512396694214881,0.8009297520661157,0.8014721074380166,0.7741734078068824,0.7754574345146379,0.8018595041322314,0.0,0.000697314049586728,7.747933884294511e-05,0.0038344247560349043,0.0003418721109398337,0.0045021186440677985
V;SBJV;PRS;2;SG,0.002815082644628153,0.800232438016529,0.8007747933884298,0.7734760937572956,0.7747601204650512,0.8011621900826447,0.000697314049586728,0.0,0.0006198347107437829,0.0031371107064481762,0.00035544193864689433,0.0038048045944810704
V;SBJV;PRS;3;SG,0.003434917355371936,0.8008522727272728,0.8013946280991736,0.7740959284680394,0.7753799551757949,0.8017820247933884,7.747933884294511e-05,0.0006198347107437829,0.0,0.003756945417191959,0.0002643927720968886,0.004424639305224853
V;SBJV;PRS;1;PL,0.0003220280618200233,0.7970953273100808,0.7976376826819817,0.7703389830508475,0.771623009758603,0.7980250793761965,0.0038344247560349043,0.0031371107064481762,0.003756945417191959,0.0,0.0034925526450950706,0.0006676938880328942
V;SBJV;PRS;2;PL,0.0031705245832750473,0.8005878799551759,0.8011302353270767,0.7738315356959425,0.775115562403698,0.8015176320212916,0.0003418721109398337,0.00035544193864689433,0.0002643927720968886,0.0034925526450950706,0.0,0.004160246533127965
V;SBJV;PRS;3;PL,0.0009897219498529175,0.7964276334220479,0.7969699887939488,0.7696712891628146,0.7709553158705701,0.7973573854881636,0.0045021186440677985,0.0038048045944810704,0.004424639305224853,0.0006676938880328942,0.004160246533127965,0.0
