,V;IND;PRS;1;SG,V;IND;PRS;2;SG,V;IND;PRS;3;SG,V;IND;PRS;1;PL,V;IND;PRS;2;PL,V;IND;PRS;3;PL,V;SBJV;PRS;1;SG,V;SBJV;PRS;2;SG,V;SBJV;PRS;3;SG,V;SBJV;PRS;1;PL,V;SBJV;PRS;2;PL,V;SBJV;PRS;3;PL
V;IND;PRS;1;SG,0.0,0.6800829238329238,0.6698556511056512,0.6472874217192399,0.6623318049454413,0.6807585995085995,0.008507371007370979,0.016769041769041815,0.008261670761670725,0.018759720464265883,0.0194025120161484,0.018836243268061437
V;IND;PRS;2;SG,0.6800829238329238,0.0,0.01022727272727264,0.03279550211368387,0.017751118887482487,0.0006756756756757243,0.6715755528255528,0.663313882063882,0.6718212530712531,0.6613232033686579,0.6606804118167754,0.6612466805648624
V;IND;PRS;3;SG,0.6698556511056512,0.01022727272727264,0.0,0.02256822938641123,0.007523846160209846,0.010902948402948365,0.6613482800982802,0.6530866093366093,0.6615939803439804,0.6510959306413853,0.6504531390895028,0.6510194078375897
V;IND;PRS;1;PL,0.6472874217192399,0.03279550211368387,0.02256822938641123,0.0,0.015044383226201385,0.033471177789359596,0.6387800507118689,0.6305183799501981,0.6390257509575692,0.628527701254974,0.6278849097030915,0.6284511784511785
V;IND;PRS;2;PL,0.6623318049454413,0.017751118887482487,0.007523846160209846,0.015044383226201385,0.0,0.01842679456315821,0.6538244339380703,0.6455627631763995,0.6540701341837706,0.6435720844811754,0.6429292929292929,0.6434955616773799
V;IND;PRS;3;PL,0.6807585995085995,0.0006756756756757243,0.010902948402948365,0.033471177789359596,0.01842679456315821,0.0,0.6722512285012285,0.6639895577395577,0.6724969287469288,0.6619988790443336,0.6613560874924511,0.6619223562405381
V;SBJV;PRS;1;SG,0.008507371007370979,0.6715755528255528,0.6613482800982802,0.6387800507118689,0.6538244339380703,0.6722512285012285,0.0,0.008261670761670836,0.0002457002457002533,0.010252349456894905,0.01089514100877742,0.010328872260690458
V;SBJV;PRS;2;SG,0.016769041769041815,0.663313882063882,0.6530866093366093,0.6305183799501981,0.6455627631763995,0.6639895577395577,0.008261670761670836,0.0,0.00850737100737109,0.0019906786952240685,0.002633470247106584,0.002067201499019622
V;SBJV;PRS;3;SG,0.008261670761670725,0.6718212530712531,0.6615939803439804,0.6390257509575692,0.6540701341837706,0.6724969287469288,0.0002457002457002533,0.00850737100737109,0.0,0.010498049702595158,0.011140841254477674,0.010574572506390711
V;SBJV;PRS;1;PL,0.018759720464265883,0.6613232033686579,0.6510959306413853,0.628527701254974,0.6435720844811754,0.6619988790443336,0.010252349456894905,0.0019906786952240685,0.010498049702595158,0.0,0.0006427915518825156,7.652280379555343e-05
V;SBJV;PRS;2;PL,0.0194025120161484,0.6606804118167754,0.6504531390895028,0.6278849097030915,0.6429292929292929,0.6613560874924511,0.01089514100877742,0.002633470247106584,0.011140841254477674,0.0006427915518825156,0.0,0.0005662687480869621
V;SBJV;PRS;3;PL,0.018836243268061437,0.6612466805648624,0.6510194078375897,0.6284511784511785,0.6434955616773799,0.6619223562405381,0.010328872260690458,0.002067201499019622,0.010574572506390711,7.652280379555343e-05,0.0005662687480869621,0.0
