target_tag,correct,total,accuracy
V;SBJV;PRS;1;PL,3109,3630,85.65
V;SBJV;PRS;2;PL,3100,3630,85.4
V;IND;PRS;3;SG,3058,3630,84.24
V;IND;PRS;2;SG,3046,3630,83.91
V;IND;PRS;3;PL,3027,3630,83.39
V;SBJV;PRS;1;SG,2977,3630,82.01
V;SBJV;PRS;3;PL,2975,3630,81.96
V;SBJV;PRS;3;SG,2974,3630,81.93
V;SBJV;PRS;2;SG,2967,3630,81.74
V;IND;PRS;1;PL,2955,3630,81.4
V;IND;PRS;1;SG,2952,3630,81.32
V;IND;PRS;2;PL,2933,3630,80.8
