lemma,correct,total,accuracy
i n f ɾ i n ç ˈi ɾ,366,660,55.45
k o n o s ˈe ɾ,305,660,46.21
m e ɾ e s ˈe ɾ,271,660,41.06
m u l ç ˈe ɾ,225,660,34.09
k o m p a d e s ˈe ɾ,185,660,28.03
o b t e n ˈe ɾ,183,660,27.73
s u p e ɾ b e n ˈi ɾ,147,660,22.27
