lemma,correct,total,accuracy
i n f ɾ i n ç ˈi ɾ,660,660,100.0
k o m p a d e s ˈe ɾ,660,660,100.0
o b t e n ˈe ɾ,594,660,90.0
m e ɾ e s ˈe ɾ,559,660,84.7
k o n o s ˈe ɾ,499,660,75.61
s u p e ɾ b e n ˈi ɾ,422,660,63.94
m u l ç ˈe ɾ,385,660,58.33
