model,condition,run,lemma,correct,total,accuracy
50L_50NL_2_4,50L_50NL,2,k o p ɾ o d u s ˈi ɾ,660,660,100.0
50L_50NL_2_1,50L_50NL,2,l a n ɡ i d e s ˈe ɾ,660,660,100.0
50L_50NL_2_2,50L_50NL,2,l a n ɡ i d e s ˈe ɾ,171,660,25.91
50L_50NL_2_3,50L_50NL,2,l a n ɡ i d e s ˈe ɾ,130,660,19.7
50L_50NL_2_4,50L_50NL,2,l a n ɡ i d e s ˈe ɾ,28,660,4.24
50L_50NL_2_1,50L_50NL,2,m a l d e s ˈi ɾ,616,660,93.33
50L_50NL_2_2,50L_50NL,2,m a l d e s ˈi ɾ,195,660,29.55
50L_50NL_2_3,50L_50NL,2,m a l d e s ˈi ɾ,185,660,28.03
50L_50NL_2_4,50L_50NL,2,m a l d e s ˈi ɾ,652,660,98.79
50L_50NL_2_1,50L_50NL,2,m a n t e n ˈe ɾ,621,660,94.09
50L_50NL_2_2,50L_50NL,2,m a n t e n ˈe ɾ,345,660,52.27
50L_50NL_2_3,50L_50NL,2,m a n t e n ˈe ɾ,374,660,56.67
50L_50NL_2_4,50L_50NL,2,m a n t e n ˈe ɾ,660,660,100.0
50L_50NL_2_1,50L_50NL,2,m u l ç ˈe ɾ,660,660,100.0
50L_50NL_2_2,50L_50NL,2,m u l ç ˈe ɾ,388,660,58.79
50L_50NL_2_3,50L_50NL,2,m u l ç ˈe ɾ,386,660,58.48
50L_50NL_2_4,50L_50NL,2,m u l ç ˈe ɾ,660,660,100.0
50L_50NL_2_1,50L_50NL,2,o b s k u ɾ e s ˈe ɾ,656,660,99.39
50L_50NL_2_2,50L_50NL,2,o b s k u ɾ e s ˈe ɾ,595,660,90.15
50L_50NL_2_3,50L_50NL,2,o b s k u ɾ e s ˈe ɾ,588,660,89.09
50L_50NL_2_4,50L_50NL,2,o b s k u ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_2_1,50L_50NL,2,p e ɾ m a n e s ˈe ɾ,650,660,98.48
50L_50NL_2_2,50L_50NL,2,p e ɾ m a n e s ˈe ɾ,332,660,50.3
50L_50NL_2_3,50L_50NL,2,p e ɾ m a n e s ˈe ɾ,428,660,64.85
50L_50NL_2_4,50L_50NL,2,p e ɾ m a n e s ˈe ɾ,660,660,100.0
50L_50NL_2_1,50L_50NL,2,s u b ʃ a s ˈe ɾ,523,660,79.24
50L_50NL_2_2,50L_50NL,2,s u b ʃ a s ˈe ɾ,113,660,17.12
50L_50NL_2_3,50L_50NL,2,s u b ʃ a s ˈe ɾ,138,660,20.91
50L_50NL_2_4,50L_50NL,2,s u b ʃ a s ˈe ɾ,252,660,38.18
50L_50NL_2_1,50L_50NL,2,ɡ w a ɾ e s ˈe ɾ,630,660,95.45
50L_50NL_2_2,50L_50NL,2,ɡ w a ɾ e s ˈe ɾ,465,660,70.45
50L_50NL_2_3,50L_50NL,2,ɡ w a ɾ e s ˈe ɾ,245,660,37.12
50L_50NL_2_4,50L_50NL,2,ɡ w a ɾ e s ˈe ɾ,558,660,84.55
50L_50NL_2_1,50L_50NL,2,ɾ e d e s ˈi ɾ,660,660,100.0
50L_50NL_2_2,50L_50NL,2,ɾ e d e s ˈi ɾ,292,660,44.24
50L_50NL_2_3,50L_50NL,2,ɾ e d e s ˈi ɾ,271,660,41.06
50L_50NL_2_4,50L_50NL,2,ɾ e d e s ˈi ɾ,652,660,98.79
50L_50NL_2_1,50L_50NL,2,ɾ e s t a b l e s ˈe ɾ,660,660,100.0
50L_50NL_2_2,50L_50NL,2,ɾ e s t a b l e s ˈe ɾ,570,660,86.36
50L_50NL_2_3,50L_50NL,2,ɾ e s t a b l e s ˈe ɾ,589,660,89.24
50L_50NL_2_4,50L_50NL,2,ɾ e s t a b l e s ˈe ɾ,660,660,100.0
50L_50NL_2_1,50L_50NL,2,ɾ o b u s t e s ˈe ɾ,660,660,100.0
50L_50NL_2_2,50L_50NL,2,ɾ o b u s t e s ˈe ɾ,572,660,86.67
50L_50NL_2_3,50L_50NL,2,ɾ o b u s t e s ˈe ɾ,550,660,83.33
50L_50NL_2_4,50L_50NL,2,ɾ o b u s t e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,a m a n e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,a m a n e s ˈe ɾ,659,660,99.85
50L_50NL_3_3,50L_50NL,3,a m a n e s ˈe ɾ,515,660,78.03
50L_50NL_3_4,50L_50NL,3,a m a n e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,a t ɾ a ˈe ɾ,656,660,99.39
50L_50NL_3_2,50L_50NL,3,a t ɾ a ˈe ɾ,636,660,96.36
50L_50NL_3_3,50L_50NL,3,a t ɾ a ˈe ɾ,315,660,47.73
50L_50NL_3_4,50L_50NL,3,a t ɾ a ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,d e s a s ˈe ɾ,371,660,56.21
50L_50NL_3_2,50L_50NL,3,d e s a s ˈe ɾ,227,660,34.39
50L_50NL_3_3,50L_50NL,3,d e s a s ˈe ɾ,305,660,46.21
50L_50NL_3_4,50L_50NL,3,d e s a s ˈe ɾ,170,660,25.76
50L_50NL_3_1,50L_50NL,3,d e s p a ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,d e s p a ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_3,50L_50NL,3,d e s p a ɾ e s ˈe ɾ,559,660,84.7
50L_50NL_3_4,50L_50NL,3,d e s p a ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,d e t ɾ a ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,d e t ɾ a ˈe ɾ,652,660,98.79
50L_50NL_3_3,50L_50NL,3,d e t ɾ a ˈe ɾ,340,660,51.52
50L_50NL_3_4,50L_50NL,3,d e t ɾ a ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,e k i b a l ˈe ɾ,437,660,66.21
50L_50NL_3_2,50L_50NL,3,e k i b a l ˈe ɾ,567,660,85.91
50L_50NL_3_3,50L_50NL,3,e k i b a l ˈe ɾ,350,660,53.03
50L_50NL_3_4,50L_50NL,3,e k i b a l ˈe ɾ,495,660,75.0
50L_50NL_3_1,50L_50NL,3,e k s t ɾ a ˈe ɾ,659,660,99.85
50L_50NL_3_2,50L_50NL,3,e k s t ɾ a ˈe ɾ,606,660,91.82
50L_50NL_3_3,50L_50NL,3,e k s t ɾ a ˈe ɾ,350,660,53.03
50L_50NL_3_4,50L_50NL,3,e k s t ɾ a ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,e n b i l e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,e n b i l e s ˈe ɾ,660,660,100.0
50L_50NL_3_3,50L_50NL,3,e n b i l e s ˈe ɾ,566,660,85.76
50L_50NL_3_4,50L_50NL,3,e n b i l e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,e n f l a k e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,e n f l a k e s ˈe ɾ,659,660,99.85
50L_50NL_3_3,50L_50NL,3,e n f l a k e s ˈe ɾ,578,660,87.58
50L_50NL_3_4,50L_50NL,3,e n f l a k e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,e n s o m b ɾ e s ˈe ɾ,658,660,99.7
50L_50NL_3_2,50L_50NL,3,e n s o m b ɾ e s ˈe ɾ,658,660,99.7
50L_50NL_3_3,50L_50NL,3,e n s o m b ɾ e s ˈe ɾ,510,660,77.27
50L_50NL_3_4,50L_50NL,3,e n s o m b ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,e n t e ɾ n e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,e n t e ɾ n e s ˈe ɾ,660,660,100.0
50L_50NL_3_3,50L_50NL,3,e n t e ɾ n e s ˈe ɾ,500,660,75.76
50L_50NL_3_4,50L_50NL,3,e n t e ɾ n e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,e s k a ɾ n e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,e s k a ɾ n e s ˈe ɾ,660,660,100.0
50L_50NL_3_3,50L_50NL,3,e s k a ɾ n e s ˈe ɾ,583,660,88.33
50L_50NL_3_4,50L_50NL,3,e s k a ɾ n e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,e s p a ɾ s ˈi ɾ,642,660,97.27
50L_50NL_3_2,50L_50NL,3,e s p a ɾ s ˈi ɾ,543,660,82.27
50L_50NL_3_3,50L_50NL,3,e s p a ɾ s ˈi ɾ,595,660,90.15
50L_50NL_3_4,50L_50NL,3,e s p a ɾ s ˈi ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,e x e ɾ s ˈe ɾ,484,660,73.33
50L_50NL_3_2,50L_50NL,3,e x e ɾ s ˈe ɾ,436,660,66.06
50L_50NL_3_3,50L_50NL,3,e x e ɾ s ˈe ɾ,168,660,25.45
50L_50NL_3_4,50L_50NL,3,e x e ɾ s ˈe ɾ,432,660,65.45
50L_50NL_3_1,50L_50NL,3,f a b o ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,f a b o ɾ e s ˈe ɾ,657,660,99.55
50L_50NL_3_3,50L_50NL,3,f a b o ɾ e s ˈe ɾ,575,660,87.12
50L_50NL_3_4,50L_50NL,3,f a b o ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,f e n e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,f e n e s ˈe ɾ,660,660,100.0
50L_50NL_3_3,50L_50NL,3,f e n e s ˈe ɾ,488,660,73.94
50L_50NL_3_4,50L_50NL,3,f e n e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,f u n ç ˈi ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,f u n ç ˈi ɾ,657,660,99.55
50L_50NL_3_3,50L_50NL,3,f u n ç ˈi ɾ,392,660,59.39
50L_50NL_3_4,50L_50NL,3,f u n ç ˈi ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,f ɾ a n ç ˈi ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,f ɾ a n ç ˈi ɾ,515,660,78.03
50L_50NL_3_3,50L_50NL,3,f ɾ a n ç ˈi ɾ,367,660,55.61
50L_50NL_3_4,50L_50NL,3,f ɾ a n ç ˈi ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,k a ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,k a ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_3,50L_50NL,3,k a ɾ e s ˈe ɾ,463,660,70.15
50L_50NL_3_4,50L_50NL,3,k a ɾ e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,k o d i ɾ i ç ˈi ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,k o d i ɾ i ç ˈi ɾ,311,660,47.12
50L_50NL_3_3,50L_50NL,3,k o d i ɾ i ç ˈi ɾ,381,660,57.73
50L_50NL_3_4,50L_50NL,3,k o d i ɾ i ç ˈi ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,k o l e ç ˈi ɾ,380,660,57.58
50L_50NL_3_2,50L_50NL,3,k o l e ç ˈi ɾ,658,660,99.7
50L_50NL_3_3,50L_50NL,3,k o l e ç ˈi ɾ,364,660,55.15
50L_50NL_3_4,50L_50NL,3,k o l e ç ˈi ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,k o n d e s ˈi ɾ,117,660,17.73
50L_50NL_3_2,50L_50NL,3,k o n d e s ˈi ɾ,658,660,99.7
50L_50NL_3_3,50L_50NL,3,k o n d e s ˈi ɾ,318,660,48.18
50L_50NL_3_4,50L_50NL,3,k o n d e s ˈi ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,k o n t ɾ a a s ˈe ɾ,74,660,11.21
50L_50NL_3_2,50L_50NL,3,k o n t ɾ a a s ˈe ɾ,0,660,0.0
50L_50NL_3_3,50L_50NL,3,k o n t ɾ a a s ˈe ɾ,0,660,0.0
50L_50NL_3_4,50L_50NL,3,k o n t ɾ a a s ˈe ɾ,0,660,0.0
50L_50NL_3_1,50L_50NL,3,o b t e n ˈe ɾ,589,660,89.24
50L_50NL_3_2,50L_50NL,3,o b t e n ˈe ɾ,553,660,83.79
50L_50NL_3_3,50L_50NL,3,o b t e n ˈe ɾ,363,660,55.0
50L_50NL_3_4,50L_50NL,3,o b t e n ˈe ɾ,505,660,76.52
50L_50NL_3_1,50L_50NL,3,p a d e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,p a d e s ˈe ɾ,660,660,100.0
50L_50NL_3_3,50L_50NL,3,p a d e s ˈe ɾ,459,660,69.55
50L_50NL_3_4,50L_50NL,3,p a d e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,p e ɾ m a n e s ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,p e ɾ m a n e s ˈe ɾ,659,660,99.85
50L_50NL_3_3,50L_50NL,3,p e ɾ m a n e s ˈe ɾ,66,660,10.0
50L_50NL_3_4,50L_50NL,3,p e ɾ m a n e s ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,p ɾ e s u p o n ˈe ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,p ɾ e s u p o n ˈe ɾ,659,660,99.85
50L_50NL_3_3,50L_50NL,3,p ɾ e s u p o n ˈe ɾ,517,660,78.33
50L_50NL_3_4,50L_50NL,3,p ɾ e s u p o n ˈe ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,s u ɾ s ˈi ɾ,499,660,75.61
50L_50NL_3_2,50L_50NL,3,s u ɾ s ˈi ɾ,637,660,96.52
50L_50NL_3_3,50L_50NL,3,s u ɾ s ˈi ɾ,471,660,71.36
50L_50NL_3_4,50L_50NL,3,s u ɾ s ˈi ɾ,647,660,98.03
50L_50NL_3_1,50L_50NL,3,u n s ˈi ɾ,437,660,66.21
50L_50NL_3_2,50L_50NL,3,u n s ˈi ɾ,579,660,87.73
50L_50NL_3_3,50L_50NL,3,u n s ˈi ɾ,568,660,86.06
50L_50NL_3_4,50L_50NL,3,u n s ˈi ɾ,492,660,74.55
50L_50NL_3_1,50L_50NL,3,ɾ e d e s ˈi ɾ,153,660,23.18
50L_50NL_3_2,50L_50NL,3,ɾ e d e s ˈi ɾ,660,660,100.0
50L_50NL_3_3,50L_50NL,3,ɾ e d e s ˈi ɾ,303,660,45.91
50L_50NL_3_4,50L_50NL,3,ɾ e d e s ˈi ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,ɾ e k o n d u s ˈi ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,ɾ e k o n d u s ˈi ɾ,658,660,99.7
50L_50NL_3_3,50L_50NL,3,ɾ e k o n d u s ˈi ɾ,509,660,77.12
50L_50NL_3_4,50L_50NL,3,ɾ e k o n d u s ˈi ɾ,660,660,100.0
50L_50NL_3_1,50L_50NL,3,ɾ e l u s ˈi ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,ɾ e l u s ˈi ɾ,656,660,99.39
50L_50NL_3_3,50L_50NL,3,ɾ e l u s ˈi ɾ,387,660,58.64
50L_50NL_3_4,50L_50NL,3,ɾ e l u s ˈi ɾ,563,660,85.3
50L_50NL_3_1,50L_50NL,3,ɾ e s u ɾ ç ˈi ɾ,660,660,100.0
50L_50NL_3_2,50L_50NL,3,ɾ e s u ɾ ç ˈi ɾ,657,660,99.55
50L_50NL_3_3,50L_50NL,3,ɾ e s u ɾ ç ˈi ɾ,360,660,54.55
50L_50NL_3_4,50L_50NL,3,ɾ e s u ɾ ç ˈi ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,a b s t ɾ a ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,a b s t ɾ a ˈe ɾ,629,660,95.3
90L_10NL_1_3,90L_10NL,1,a b s t ɾ a ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,a b s t ɾ a ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,a d o l e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,a d o l e s ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,a d o l e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,a d o l e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,a k o n t e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,a k o n t e s ˈe ɾ,642,660,97.27
90L_10NL_1_3,90L_10NL,1,a k o n t e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,a k o n t e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,d e d u s ˈi ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,d e d u s ˈi ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,d e d u s ˈi ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,d e d u s ˈi ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,d e s b a n e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,d e s b a n e s ˈe ɾ,646,660,97.88
90L_10NL_1_3,90L_10NL,1,d e s b a n e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,d e s b a n e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,d e s o b e d e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,d e s o b e d e s ˈe ɾ,489,660,74.09
90L_10NL_1_3,90L_10NL,1,d e s o b e d e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,d e s o b e d e s ˈe ɾ,568,660,86.06
90L_10NL_1_1,90L_10NL,1,d e s p a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,d e s p a ɾ e s ˈe ɾ,658,660,99.7
90L_10NL_1_3,90L_10NL,1,d e s p a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,d e s p a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,d e s t o ɾ s ˈe ɾ,628,660,95.15
90L_10NL_1_2,90L_10NL,1,d e s t o ɾ s ˈe ɾ,618,660,93.64
90L_10NL_1_3,90L_10NL,1,d e s t o ɾ s ˈe ɾ,647,660,98.03
90L_10NL_1_4,90L_10NL,1,d e s t o ɾ s ˈe ɾ,633,660,95.91
90L_10NL_1_1,90L_10NL,1,d e t ɾ a ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,d e t ɾ a ˈe ɾ,657,660,99.55
90L_10NL_1_3,90L_10NL,1,d e t ɾ a ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,d e t ɾ a ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,d i b e ɾ ç ˈi ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,d i b e ɾ ç ˈi ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,d i b e ɾ ç ˈi ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,d i b e ɾ ç ˈi ɾ,652,660,98.79
90L_10NL_1_1,90L_10NL,1,e m u l ç ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e m u l ç ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,e m u l ç ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e m u l ç ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e n a ɾ d e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e n a ɾ d e s ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,e n a ɾ d e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e n a ɾ d e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e n f e b ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e n f e b ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,e n f e b ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e n f e b ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e n k a ʃ e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e n k a ʃ e s ˈe ɾ,659,660,99.85
90L_10NL_1_3,90L_10NL,1,e n k a ʃ e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e n k a ʃ e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e n k o ç ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e n k o ç ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,e n k o ç ˈe ɾ,649,660,98.33
90L_10NL_1_4,90L_10NL,1,e n k o ç ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e n n o b l e s ˈe ɾ,0,660,0.0
90L_10NL_1_2,90L_10NL,1,e n n o b l e s ˈe ɾ,523,660,79.24
90L_10NL_1_3,90L_10NL,1,e n n o b l e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e n n o b l e s ˈe ɾ,243,660,36.82
90L_10NL_1_1,90L_10NL,1,e n s e ɡ e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e n s e ɡ e s ˈe ɾ,622,660,94.24
90L_10NL_1_3,90L_10NL,1,e n s e ɡ e s ˈe ɾ,582,660,88.18
90L_10NL_1_4,90L_10NL,1,e n s e ɡ e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e n s o m b ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e n s o m b ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,e n s o m b ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e n s o m b ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e n t e ɾ n e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e n t e ɾ n e s ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,e n t e ɾ n e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e n t e ɾ n e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e n ɡ ɾ a n d e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e n ɡ ɾ a n d e s ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,e n ɡ ɾ a n d e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e n ɡ ɾ a n d e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e s k l a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e s k l a ɾ e s ˈe ɾ,640,660,96.97
90L_10NL_1_3,90L_10NL,1,e s k l a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e s k l a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,e x e ɾ s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,e x e ɾ s ˈe ɾ,516,660,78.18
90L_10NL_1_3,90L_10NL,1,e x e ɾ s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,e x e ɾ s ˈe ɾ,615,660,93.18
90L_10NL_1_1,90L_10NL,1,f l o ɾ e s ˈe ɾ,655,660,99.24
90L_10NL_1_2,90L_10NL,1,f l o ɾ e s ˈe ɾ,251,660,38.03
90L_10NL_1_3,90L_10NL,1,f l o ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,f l o ɾ e s ˈe ɾ,657,660,99.55
90L_10NL_1_1,90L_10NL,1,f o ɾ t a l e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,f o ɾ t a l e s ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,f o ɾ t a l e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,f o ɾ t a l e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,i n b e n ˈi ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,i n b e n ˈi ɾ,659,660,99.85
90L_10NL_1_3,90L_10NL,1,i n b e n ˈi ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,i n b e n ˈi ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,i n d i s p o n ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,i n d i s p o n ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,i n d i s p o n ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,i n d i s p o n ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,i n t e l i ç ˈi ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,i n t e l i ç ˈi ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,i n t e l i ç ˈi ɾ,550,660,83.33
90L_10NL_1_4,90L_10NL,1,i n t e l i ç ˈi ɾ,553,660,83.79
90L_10NL_1_1,90L_10NL,1,k a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,k a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,k a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,k a ɾ e s ˈe ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,k o d i ɾ i ç ˈi ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,k o d i ɾ i ç ˈi ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,k o d i ɾ i ç ˈi ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,k o d i ɾ i ç ˈi ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,k o m p u n ç ˈi ɾ,660,660,100.0
90L_10NL_1_2,90L_10NL,1,k o m p u n ç ˈi ɾ,660,660,100.0
90L_10NL_1_3,90L_10NL,1,k o m p u n ç ˈi ɾ,660,660,100.0
90L_10NL_1_4,90L_10NL,1,k o m p u n ç ˈi ɾ,660,660,100.0
90L_10NL_1_1,90L_10NL,1,k o n b e ɾ ç ˈe ɾ,55,55,100.0
90L_10NL_1_2,90L_10NL,1,k o n b e ɾ ç ˈe ɾ,55,55,100.0
90L_10NL_1_3,90L_10NL,1,k o n b e ɾ ç ˈe ɾ,55,55,100.0
90L_10NL_1_4,90L_10NL,1,k o n b e ɾ ç ˈe ɾ,55,55,100.0
90L_10NL_1_1,90L_10NL,1,k o n b e ɾ ç ˈi ɾ,605,605,100.0
90L_10NL_1_2,90L_10NL,1,k o n b e ɾ ç ˈi ɾ,605,605,100.0
90L_10NL_1_3,90L_10NL,1,k o n b e ɾ ç ˈi ɾ,605,605,100.0
90L_10NL_1_4,90L_10NL,1,k o n b e ɾ ç ˈi ɾ,601,605,99.34
