lemma,correct,total,accuracy
m u l s ˈe ɾ,594,660,90.0
e n ɾ i k e s ˈe ɾ,323,660,48.94
p a l i d e s ˈe ɾ,305,660,46.21
e n a l t e s ˈe ɾ,292,660,44.24
a n t e d e s ˈi ɾ,213,660,32.27
m a l d e s ˈi ɾ,197,660,29.85
ɾ e a b a s t e s ˈe ɾ,93,660,14.09
