lemma,correct,total,accuracy
i n f ɾ i n ç ˈi ɾ,344,660,52.12
k o n o s ˈe ɾ,285,660,43.18
m e ɾ e s ˈe ɾ,206,660,31.21
k o m p a d e s ˈe ɾ,170,660,25.76
m u l ç ˈe ɾ,109,660,16.52
o b t e n ˈe ɾ,102,660,15.45
s u p e ɾ b e n ˈi ɾ,76,660,11.52
