lemma,correct,total,accuracy
k o n b e n s ˈe ɾ,525,660,79.55
e n s o ɾ d e s ˈe ɾ,351,660,53.18
o f ɾ e s ˈe ɾ,346,660,52.42
e m u n ç ˈe ɾ,343,660,51.97
e n k a n e s ˈe ɾ,334,660,50.61
d e b e n ˈi ɾ,313,660,47.42
b e n d e s ˈi ɾ,160,660,24.24
