lemma,correct,total,accuracy
e n k a n e s ˈe ɾ,659,660,99.85
e n s o ɾ d e s ˈe ɾ,654,660,99.09
o f ɾ e s ˈe ɾ,564,660,85.45
e m u n ç ˈe ɾ,372,660,56.36
k o n b e n s ˈe ɾ,339,660,51.36
d e b e n ˈi ɾ,313,660,47.42
b e n d e s ˈi ɾ,156,660,23.64
